content,score
"mempermudah nonton,jadi tidak usah lagi ke bioskop",5
netflix mantap..film2 nya bagus2...😍,5
Sulit untuk mendaftar .,1
goooood,5
BAGUSSS PLISSS😻,5
"tidak bisa masuk, sandi sudah benar tapi selalu gagal. padahal mau langganan. gimana sih, coba aja ada aplikasi lain, bikin masalah aja trs.",2
nih apknya gmna si ribet banget mau daftar nonton aja berbelit belit,1
saya suka,5
mau masuk diperumit gimana mau nonton filmnya banyk prosedur nya dipersulit dah lah saya hapus aja aplikasi nya saya paling malas diperumit kayk gini,2
sangat kikir,1
aplikasi gajelas aplikasi seharusnya memudahkan pengguna ini malah menyusahkan login saja ribet,1
sudah melakukan. pembayarantapi akun bisa2 nya ditangguhkan padahal bru nonton 1 episode dan baru daftar,1
"daftar nya susah kali, sandi uda bener tetep aja salah apk gjls nyusahin orang aja",1
uang gw enggak dibalikin yang dana tagihan sementara. CS ENGGAK MEMBANTU DAN MEMBERIKAN SOLUSI. PIHAK APLIKASI JUGA SEGALA PAKE NAGIH TAGIHAN KEDUA TAPI ENGGAK DIKEMBALIKAN DANANYA SUDAH HAMPIR 2BULAN,1
Netflix jingan duitku dipotong otomatis bangke ini Netflix,1
"apk taik ini, kok saldo gua malas di sedot",1
alhamdulillah film bagus2🥰 dan keren durasi panjang pula💛,5
"sangat jelek , tidak rekomendit, apk nya ribet",1
Netflix Makin Keren menampilan karakter dan karateristik film masa depan,5
aplikasi aneh,1
best,5
"nekflix di tv smart saya versi 8.xxx, dan skrg sudah versi 9.xxx. dan di tv smart saat di upgrade pesan peraangkat tidak compatible, pdahal tv smart masih keluaran baru..ada solusi/ jawaban??",4
Mau masuk aja disuruh bayar taii,1
apak apa ini baru langganan masa di kata belum bayar,1
Netflix Indonesia Game Show Likes Good,5
udh g bisa login + mahal klo mw langganan cuihh 🤢,1
"sulit masuk kan akun,,, tidak rekomendasi banget👎🏻",1
tolol gak ngotak masa nonton aja harus bayar,1
suka logout tiba-tiba,2
kalo untuk film lengkap sih tapi kalo anime sangat kurang udah bayar nya mahal lagi mending di bastation lengkap kalo untuk anime murah lagi lah ini udah mahal ga sepadan sama anime,1
"tidak bisa nonton, percuma beli",1
Kenapa ini netflix stlh di update di chromebook jd seukuran hp screen nya??? Tlg diperbaiki apk netflixnya for chromebook,1
"ini kok gak bisa di hp sama di tv dn kok di bayar sih ,jangan dong saya gak suka ya kalo bayar e.....apalagi kalo bukan kmu yang mencuri padahal saya udh beli tiket dan sudah bayar dna sudah masukin email alamat kok tetap gak bisa saya gak suka begitu tolong kalo update gratisan dong masa harus bayar, email alamat,dan akun",1
apk kere meres duit cuih baru masuk disuruh bayar 53k aneh apk meres kere,1
coba,4
"pembayaran secara otomatis, (TIDAK MENGGUNAKAN PIN)",1
kualitas vid jelek padahal sinyal bagus,1
"hp sya yg stunya ilang dan netflix sllu nyedot saldo dana sya, padhal sya sudah tidak make netflix lgi, dan sya lupa google sya, minta bantuan malah ngirimnya ke email, udh tau lupa, rugi bgt kesedot mlu saldo dana sya",1
"kecewa bgt saldo tinggal sedikit tiba"" disedot Netflix sendiri,pdhal saya tidak sedang bertransaksi gila""",1
tidak rekomendasi,1
pas mau nonton kenapa selalu terjadi kesalahan padahal sudah update terbaru,1
ini kenapa ya koq baru aja seminggu film gak bisa di putar loding trus ..waaahhh kacau,1
"woy apaan sihhh, masa mau masuk akun aja harus bayar dulu buat masuk ke aplikasinya, pengen liat dulu konten didalemnya ada apa ajaaaaaa, masa udh minta disuruh bayar aja disuruh langganan prettttttt, setidaknya kasih liat dulu dalemnya kek gimana woyyyy dasar KIKIRRRRRR",1
error 5.10 terus. malesin,1
"disini saya ""PERINGATKAN KALIAN SEMUA YANG INGIN BERLANGGANAN NEFLIX TOLONG DI BACA BAIK BAIK"" krn neflix ini ada plus mines nya ya. mines neflix tlng di baca: 1.ketika ingin mendaftar di utamakan pembayaran itu ,giliran ingin masuk gagal akun email tidak di temukan disuruh buat akun baru 2.batalkan langganan anggota juga percuma,tagihan bKL datang setiap bulan sesuai pendaftaran dan sulit untuk memutuskan nya dan ga ada solusi saldo digital kalian KESEDOT NEFLIX. BANGKRUTKAN NEFLIX MAKAN HARAM",1
film India Bagus Tapi tidak di dubbing Indonesia lebih bagus lagi kita mengamati cerita Sedih dari Film India.itu saja masukan dari saya mohon di kembangkan lagi.,5
DAFTAR NYA RIBET.......KEBANYAKAN NANYA...,1
apk gak jelas susah banget buat login gak kayak apk lainnya yg gampang,1
apk gak jelas mau masuk aja ribet amat,1
aplikasi menarik dana secara otomatis tanpa persetujuan dari saya,1
harus berbayar dulu anj..,1
"min gimana ini akunku ga bisa dimasukkan.. padahal udah payment.. udah exited mau nonton jadi ga mood, ada tulisan anda terlalu sering berupaya masuk coba lagi nanti, padahal pw dan akunnya udah benerr.. aku udah komplain lewat email gaada respon, tolong gimana ini min tindaklanjutnya saldo nya udah berkurang",1
kurang menarik karena film yang saya cari sudah tidak ada,2
"gajelas aplikasi nya, ribet banget mau nonton doang padahal, daftar ribet segala macam, mnding YouTube",1
bagus bisa nonton film males ngetik,5
tambahkan fitur timer dong supaya bisa kontrol waktu nonton,4
"min, twinkling watermelon di Netflix ku kok g ada ya...",4
TOLONG DONG MASA NONTON DI HP GBSA DI ROTASI HPKU INFINIX NOTE 30PRO,3
tolong Netflix fitur langganan nya hilang kan ini uang saya di dana hilang mulu padahal mau untuk beli buku,1
susah masuk uah,2
kirain gratis begitu masuk langsung dikasih harga,1
memuat terus saya sudah coba berbagai cara tidak bisa uang saya lenyap,1
gabisa di uninstal,1
gak bisa login harus ngulang kata sandi email segala ribet banget pokoknya,1
jujur kenapa yah saya mendaftar susah padahal sandi dari email saya sendiri benar selalu harus ulang ulang akhirnya saya hapus maaf sekali tapi kenapa tolong di jawab?,3
email ma pwd dah bener...hasilnya gak valid gak valid ..cape deh. nyesel download. makanya tak buang ajalah,1
tolong dong di permudah masuk nya di aplikasi masuk pake email keluar lagi maksud apa bikin emosi ini aplikasi taikk,1
daftarnya ribet bgt,1
apalah bayar jir,1
aplikasi rngung udh brp kli di daftar tetap GK bisa😡😡,1
"langganan nya terlalu mahal 720p buat gua, mungkin sedikit di turunin lah yaa wkwk",3
"puas dengan aplikasi netflix, semua acara ada",5
"gw udah bayar mahal"" tapi pas gw mau nonton filim nya gak bisa"" minta tolong dong ini pihak netflix",1
lawak bet nih aplikasi mo daftar nya aja ribet nya minta ampun,1
susah bet mau lanjutin langganan aja harus ganti akun gopay,1
susah membuat akun nya,1
kenapa ya kalau mau masuk itu susah padahal udah masukin email berkali kali tetep aja ga bisa pake no hp juga ga bisa gimana sih cara nya tolong di perbaiki soal nya susah masuk,1
"apalah saya tidak bisa daftar untuk membuat akun,cobalah untuk di permudahkan lagi netflix ini lolot banget jangan di download lagi lah",1
banyak drama apk nya,1
"video sudah saya douwnlod tapi tidak bisa di tonton, minta bantuan malah disuruh hapus douwnlod trus douwnlod ulang, dia kira paket tidak terbuamg sia sia apa, udah langganan tapi video yang udah di douwnlod tidak bisa di tonton",1
engga bisa dibuka mentok di logo dah kaya hp aja,1
aneh aplikasi ini huuuu tolol,1
"knp daftar akun baru gk bisa min? masuk k akun lama jg susah, mau buka tautan via email susah bnget",2
Best,5
loginnya agak ribet😭,2
Performa bagus sih... Tapi pendaftarannya sangar ribet...,2
bagus sih,5
nilai 1 aja tidak sudi ribet banget,1
banyak film atau kartun yang populer namun tidak ada di netflix.,2
"assalamualaikum netflix, request the loud House jangan cm sampai s1, RASANE RUGI tuku larang larang gur enek s1, yuh hiyuh",4
menarik,4
"sudah berlangganan, masih minta bayar lagi untuk nonton di tv... dasar pemeras minta bayaran muluh",1
"Yaallah tolong kembalikan uang saya, tiba2 ketarik otomatis di akun DANA saya senilai 54.000, itu sepertinya tidak sengaja kepencet fitur langganan nya, saya mohon kembalikan uang saya, saya sangat membutuhkannya",1
"apa dah masa mau daftar susah bener, udah di ulang""malah nambah gak jelas",1
jangan instal nyesel gw,1
film tidak lengkap saya mencari judul film (Rip in time) takada hasil nihil ...sori cukup sekali berlangganan,1
"Salah satu aplikasi streaming terbaik (filmnya update, tampilannya menarik, mudah digunakan), namun ada kekurangan (fitur /settingan menonton kurang lengkap seperti kecepatan pemutaran misal).",4
saya kira Netflix terlengkap taunya banyak kurang nya asal ketik pencarian tidak ditemukan 🤦🏻‍♂️,4
"apk kikir, login doang pake bayar, kebelet haji pdhl dlu gaperlu bayar, benerin tu apk cih",1
Alhamdulillah,5
okay,5
Netflix ajg mau uang truss,2
tidak bisa masuk ke netflix,1
dana selalu kesedot otomatis,1
gua udh 3bln ini di sedot terus saldo dr gopay sm netflix. udh gua coba brenti langganan lwat email.tapi tetep di sedot mereka.ada yg tau cara brenti langganan nya ga ?😭,1
apk ribet daftar doang harus bayar,1
mls berbayar,1
ga memuaskan selalu terjadi error di aplikasi maupun web. Kenapa Setiap Ingin Login Selalu Salah Dan Kenapa Ketika Ganti Metode Login Malah G Bisa Juga? Apakah Server Nya G Jls Atau Gmn Yak? Atau Lagi Makan Gaji Buta Yak? Tolong Di Perbaiki Masalah Login Ini,1
"udah paling bener emang pake netflix, aplikasinya nggak banyak drama kayak aplikasi sebelah",5
"please netfil support for flip 7 , thanks",4
"netflix makin lama makin tll... nyesel gw downloadnya... sinya bagus, wifi lancar pas liat film gabisa anj. trs mau lihat film yg udh di dowonload jg gabisa... mau berhenti langganan aja. RUGI ANJ",1
knpa sih error terus gak bisa di buka. woi woi ... kita bayar woi. aelah,2
"one piece arc whole cake island dan wano mana? dah lama nunggu, ga ada",3
"layanan costumer service disini sangat""membantu terimakasih netflix sudah menyediakan costumer service yang bermanfaat bagi kami sebagai manusia yang tempatnya salah dan lupa",5
"harap ditingkatkan lagi , langganan udh mahal tapi ga sepadan, sering eror , pernah saya udh langganan pas mau login kok harus lakukan langganan lagi sih pdhl baru 3 hari saya langganan,hp saya IP 17 pro ga mungkin kinerja hp saya buruk emg kinerja apk nya yg harus di tingkat kan lagi",1
sangat buruk jangan mendownload aplikasi ini,1
Bagus.. Lanjutkan,5
"banyak film yang ga tersedia di wilayah Indonesia, jadi kurang menarik",1
"nonton sambil di cas jdi pecah"" filem y jig",1
bagus bgt walau pun harus bayar 70 rp buat daftar nya tapi hasil nya bagus vidio baru di bioskop keluar semua di netflix.,5
kembalikan saldo gopay saya yg diambil tanpa seizin dri saya. saya sudah berlangganan netflix dengan metode pembayaran gopay yg sama di email yang 1 nya tapi mengapa mengambil kembali di akun email saya yg ke 2,1
tolol,1
Netflix berii aku diskonnn🤭😜👈🏻,1
"sudah menghidupkan subtitle, tapi tidak muncul, aneh",1
udah tidak bis@ digunakan,5
Ribet loginnya sattt,1
tau gini mending bajakan,1
tolong ada pengaturan resolusi,2
sekarang kalo buat akun baru atau mau login ke akun yg udah ada harus berlangganan dulu ya? kacau,1
mau daftar aja ribet,1
paling bener melolo 💗,2
"ini ga ada perbaikan di cara daftarnya kah? komentar dari pelanggan gak di gubris tah? aneh banget daftar nya gak jelas, dari awal berbelit-belit pas verivikasi ke email gak bisa di akses karena kode verifikasi gak muncul sama sekali. tahu-tahu link verivikasi udah kadaluarsa karena telat login pdahal kenyataan malah stuck di email pas nungguin kode",1
kenapa susah banget mau daftar masuk🗿 tolong dong,3
gagal dalam mendaftar dipersulit terus,1
"masuk nya ribet banget, udah pake email sama password masih aja tetep salah",1
"aplikasi ini susah masuk nya, di daftar berapa kali sampai ganti akun tetap ndk bisa, salah terus, tolong lah min di perbaiki lagi cara masuk nya, jangan di persulit seperti ini",1
ribet mau login susah,1
loading 10rb jam gabisa nonton filmya percuma dong saya bayar,2
Aplikasi ini jelek banget mau daftar aja bayar dasar matre,1
"loading teruss padahal sinyal lancar, aplikasi busuk",1
ngak jelas banget nie aplikasi. mau daftar aja belibet bangat. gak jelas,1
not recommended,1
bagus tingkatkan lagi ni,4
saya sudah berlangganan jaringan ku bagus? kenapa pas nonton malah error kaya tivi yg rusak layak nya warna warni???,1
mau masuk aja kaya mau kerja d kantor DPR aja ribet..auto unistaal,1
"Mentang² langganan, langsung main potong saldo DANA tanpa konfirmasi sebelumnya. Harusnya ada peringatan mau lanjut atau tidak, bukannya langsung POTONG SALDO !!! PAHAM?! demmm cuk !",2
"TOLONG BANGET BUAT SERIES EXTRAORDINARY ATTORNEY WOO SEASON 2, NUNGGUINNYA AMPE JAMURAN INI",5
Netflix di Android Bermasalah,1
gajelas bngt gbsa msuk pendaftaran uda nyoba berpuluh'kali smpe didiemin apk nya 5 bulan lebih krna gbsa login.uda pke email uda pke no tlp uda mke kode msuk pun gbsa gatau ini mau nya apaan.mau di hapus juga gbsa gtau knpa.menuh menuhin memo aja.aplikasi tidak bermanfaat gajls.emosi bngtttt,1
aneh banget!!,1
"kenapa ya tibatiba kendala trus gabisa masuk dengan notif ,pembatalan masuk oleh netflik",1
aku sudah bayar ini tuh filmnya banyak tidak terbatas bagus ini cocok buat orang-orang yang bosen tapi harus bayar dulu ya 👍 bagus banget bintang 5 yuk download sekarang aplikasi Netflix yuk beli sekarang bagus banget,5
terlalu sedikit untuk anime atau film nya,1
Netflix loading trus udh di riset rugi,1
"So who's the winner, the WB acquisition?.... Hopefully not Netflix.",5
"Qualitas film nya menurun, Ipar adalah maut series continuity wardeobe nya kacau, Apakah sekelas Netflix gak ada QC nya ? 🫠",1
"Ini kualitas film atau serial yang rendah dan jelek pun bisa masuk ya, apa gak disaring si, sekelas sinetron sampah pun ada di sini.",1
nggak bisa login ke apknya padahal udh masuk tapi ngomongnya alamat email anda tidak tersedia,1
semoga bermanfaat,4
ribet loginnya anj,1
"blm apa"" udah disuruh daftar berbayar lagi, belum tentu bagus"" filmnya, nggak kaya app lain gratis lol",1
good jobs,5
"Gk bisa ganti pin profile, malah balik terus ke halaman yang sama",1
"aneh ya ni aplikasi orang baru download mau masuk , selalu diarahin ke pembayaran perasaan dulu ga gini bisa liat2 film yg gratis lah inikita belom masuk ke menu belom tau isinya film apa aja gimana mau tertarik bayar !!!",1
"sudah bayar tambah akun baru email lain tapi, akun baru pakai tidak bisa .. disuruh bayar lagi keanggotaan lagi..kocak.. pakai 2 hp yg satu tidak bisa..",1
kenapa saya mau membayar susah sekali .... memang saya trlambat bayar karena saya ada halangan smpai lupa belum bayar netflix tpi susah nya mnta ampun . sdah dri ovo pindah k gopay pun belum bisa2,1
the best tap..i klo bisa nonton videonya jangan harus dimiringin mulu seperti di aplikasi sebelah klo di HP kan ribet eh iya tapi update yang sekarang ada plusnya sih ada tombol klip trailer dengan format real video jadi lebih bagus klo mau liat trailer film,5
"aplikasi gak jelas, sudah login pake Gmail sdh verifikasi ini dan itu ujung ujungnya tidak bisa nonton.... JANGAN DI DOWNLOAD!!!",1
mahal mahal film e,4
"apk gajelas. masa hrus di bayar bru bisa masuk negri kocak gajelas, rakyak nya udh menderita mlh di tambah menderita lgi. mata duitan cuiii",1
mau bikin akun aja ribet pengguna baru ga mgeti,1
kereen,5
daftar nya ribet apk ga guna,1
harga yang di tawarkan terlalu mahal,1
tidak bisa menonton aplikasi yang sangat mengecewakan,1
"blm daftar blm apa udah di mintain kata sandi, ya mana saya tau kata sandi nya apa toh blm daftar... emng aneh ni apk",1
kan saya pakai netflix di hp tapi kecerahanya ga bisa di kecilin perih mata saat melihat layar,3
"layanan sangat baik, terima kasih banyak untuk admin yang sudah bantu aku kembalikan uang yang ga sengaja otomatis berbayar ke langganan Netflix, cepet banget proses nya dan layanan nya ramah banget, terimakasih banyakk admin, baru chat berapa menit dan langsung di respon, langsung di balikin tanpa tunggu lama sukses selalu yaa pertahankan layanan nya karna masih ada orang lain yang juga butuh uang tapi ternyata otomatis berbayar langganan 🤍🤍",5
"woy knp gagal memutar video mulu, udh clear cache install ulang dll...parah bgt pdhl baru repaid",1
Netflix Kon daftar aja ribet,1
seyuu bgtt bjilll,5
"thx, i ♥️ Charlie heaton",5
"untuk ditiap negara berbeda film, mau langganan lagi tapi netflix taiwan filmnya sedikit dibanding netflix indo. andai netflix buka layanan international even biaya $20 masih worth lah. tapi tetep 5star walau udah ga berlangganan",5
harus berlangganan ga asik,1
"Mau login aja susah, tadinya saya ingin menonton anime kebetulan kata sahabat saya disini lengkap jadi saya bisa sekalian premium. tapi, boro-boro premium. login sama nonton nya saja kagak bisa, kecewa berat!!!.",1
Gak bisa kebuka buka anjay,5
"film nya ngga lengkap, jujur nyesel langganan.",1
sangat menghibur dan menyenangkan,5
Film nya pada lengkap,5
pendaftaran ribet apk busuk masa baru daftar udah ada promosi berbayar,1
padahal udah di uninstal tpi ttp otomatis bayar aja😡,1
bagus',4
gak bisa masuk padahal udah masukan email sama sandi tetep gak bisa masuk,1
stabil harga bulanan nya,5
good film,5
bayar mahal tp vidionya g bs Tampil,1
"udah masukin email,bayar malah gagal 65rp jadi ludes",1
Batman : The Animaton Series pertahankan saja bang.. klo bisa di tambah lagi cartoon series nya.. cth nya Sooby Doo & Thunder Cats.. 🤩 👍,5
harus bayar aku ga punya uang padahal mau nonton record of ragnarog season 3,1
"sudah 10× mencoba masuk, tapi tetap saja password salah. padahal sudah benar. sudah coba berbagai cara juga masih aja kena bug incorrect. tolong lebih permudah masuknya dong. jangan malah merugikan.",1
daftar aja di persulit,1
"ngeleg mulu ah, perkara naikin volume aja lngsung macet macet",2
dasar apakasi kikir 👎👎👎,1
"lumayan bagus dan nyamn ditonton drama nya juga banyak tapi menurut ku daftar email nya agak susah, ya intinya bagus deh",4
apk sampah mau daftar aja harus bayar hdeh ini apk tersampah,1
"kecewa tidak ada konfirmasi untuk pembayaran langganan tiba"" saldo dana kepotong tanpa persetujuan saya tolong lh diganti tu peraturan!!!!!!!",1
"kenapaa dah,baru bayar 1bulan udah mnta bayar lagi,kan tempo 1 bulan baru pembayaran,ini baru di pake 2 mnggu udh mnta bayar lagi",1
tidak bisa trs masuk terjadi kesalahan perangkat trs ini bagaimana,3
bagus bisa nonton,5
login ny ribet bgt kebanyakan upaya lah mending gusah pake login np ribet amat,1
kok suara doang GK ada gambar nya,1
aplikasi rusak orang udah langganan masih dipaksa langganan lagi,1
"udah berlangganan ratusan ribu tapi filmnya masih banyak yang ga bisa di putar, penyimpanan hp ku 256GB baru terpakai 32GB masih banyak yang kosong jadi ga mungkin yang bermasalah ramnya, netflix emang suka error",1
"uda di bayar langganan dari shopepay juga sudah berhasil, di akun Gmail Netflix sudah berhasil tapi pas nonton malah disuruh bayar lagi WKWKWK",1
"susah bangat daptar nya di ulang"" terus apk anj sebaik nya kalian gak usah download deh entar Nyesal",1
jelek demi apapun ah udah byar gabisa dibuka harua terus bayar terus,1
layar sering blurrr gk bisa hd,1
"woy gua udah daftar bayar pake email, pas login ko gabisa gimanaa ini woyy respond plis",1
kok berbayar semuanya,1
"kacau, nonton Netflix serasa nonton di apk sosmed biru. mana ada dubing AI",1
"Tolong dong, masukin semua film Harry Potter 🙏🏻",5
aplikasi sampah mau daftar aj gak bisa malah ke menu,5
bagussss,5
malas ah tetiba masuk udh suruh berbayar,1
film nya ga komplit,1
mau daftar gagal terus,3
"Bagus, tapi ada agak ngelag, gapapa sih yang penting adminnnya semangat terus",5
apasi susah login,1
tidak bisa mendaftar,1
"flim kurang di upgrade, kebanyakkan flim lama ni, tolong flim nya di perbaruhin dong",5
"tolong dong di benerin lagi susah banget pendaftaran nya ribettt banget, udah pake email / no telvon ttep Kembali kependaftaran",2
"pengen nonton film ehh pas di searching film yang pengen di tonton gabisa di putar sama di download, nyesel deh",1
"netflix nya tbtb ga bisa di buka, ga bisa di uninstall, jd mau nonton bingung tolong dong yg paham gimana.",3
"suka motong saldo e-wallet, unlink nya ribet bgt",1
apk apa ini masuk gk bisa,1
ribettttt pooooolll login akun,1
pasti. di. aplikasi. nelxflix. ada. qta. nelxFlix. juqa loh. tolonq. aplikasi. nelxflix. juqa. di. update. sama. loh,5
"Netflik ribet bener cara masuk nya, semuaaaa salah",2
"kenapa banget dah ? tiba"" ga bisa masuk Netflix ? aneh",1
gaada iklan nyaa jadi enk buat nontonn,5
suka erorr,1
aplikasi sampah. mau masuk aja ribet,1
"kenapa yaa susah sekali mau berlangganan sekarang, sudah tak coba semingguan masih aja gangguan",1
enggak bisa,3
Terjadi masalah jaringan terus dan sekarang tidak bisa login. saya memutuskan mau berhenti berlangganan,1
pendaftaran berbelit-belit,1
ribet banget masuknya,5
"best bgt biarpun animasi seperti spiderman,marvel zombies,zootopia 1-2 ga ada tapi ada nya animasi dari dreamworks",5
"terimakasih sudah menghibur, soalnya aku kesepian ngga ada siapa siapa",5
"ribett, baru juga mau daftar malah maksa langsung langganan bayar",1
film jombo gak bisa di liat,4
gak bisa mutar film,1
kek mana aku mau daftar gak bisa padahal udh aku bayar langganan nya tolong kembalikan uang ku,1
bayar mahal² eh pas mau nyari flim yg mau di tonton malah ga ada,1
puas bnget,5
Mantap uuuuu,5
Netflix nga mangsot udah pakek Imel sama aja ngabisa pakek nomor tetap ngabisa,1
susah ngedaftar nya balik lagi balik lagi,1
tidak gratis,1
"Can I ask Netflix to include the F1 movie in their movie list? If you do, I'll give you ☆5. thanks🙏",3
pertama kali ini berlangganan netflix langsung di kasih first impression yg buruk memutar film sering gagal tiap nntn juga tiba2 hp mati sendiri jadi takut mempengaruhi device saya jadi mati total klo memang mendengar keluhan pengguna lebih baik di optimalisasikan lagi kasian klo sampe bisa ngerusak device,1
gabisa masuk ada Netflix mengalami kesalahan terus dasar apk lolot,1
mau film interaktif eh malah hilang anjir lah padahal seru jir,4
Pendaftaran terlalu ribett dan terlalu ber tele-tele,1
"ribet amat woi daftar baru doang, pas udah final malah disuruh bayar pulak buat selesaikan daftar, keliatan jelas kapitalisme nya tuh 😹",1
tolong tambahkan hapus metode pembayaran akun lain,5
"kesal banget.... mau daftar aja susah berbelit-belit. udah masukin email sandi malah suruh ganti sandilah, masukin kodelah, atur ulang sandilah. kesel deh",1
aplikasinya bagus,5
ko aku gak bisa download READ REDEPSEN 1 MOBILE,1
"aplikasi ini bisa menonton film, aku jadi kagum deh",5
film tidak lengkap,4
"gini yah, download netflix cuma buat nonton K-pop demon hunters sana Twilight doang. GANTI GA ENDING K-POP DEMON HUNTERS NYA!?! CEPET GANTI GA!?! BALIKIN JUGA ADEGAN AQUARIUM NYAAA!?!! NANGIS AKU NI.. BALIKINNNNNN HIKS....",2
sudah langganan tapi gak bisa nonton,1
I am very happy that there is an application for watching entertainment like this,5
belum pernah nyoba mudah Bagus,5
subtitle tidak muncul,1
bagus sekali filmnya,5
RUWET,1
"app gak ada masalah, hanya pilihan paket untuk berlangganan yang sedikit pilihan,, untuk kualitas video mengikuti kekuatan sinyal, dan kalo ada error itu bukan karna app, tapi ROM/RAM penuh, untuk hape kapasitas 1T gak ada masalah, lancar aja,,",5
bisabisanya pembayaran sukses uang kepotong tapi gak bisa di tonton,1
Sudah kalo mau perpanjang langganan sekarang malam di Suruh ubah metode pembayaran terus riweh riweh,1
pendaftarannya agak ribet,1
langganan terlalu mahal,2
Dftarnya susah. ..udah masukin email dan sandi tp ttp aja ada konfirmasi hampir selesai dan gk bisa buka apk nya,1
bikin akunnya harus membeli paket dulu mahal harus perbulan,3
"Busuk!..kenapa tiba""banget langsung sedot saldo gua?, seharusnya kan pakai kode pin dulu???, Bintang 1 nih lancang banget",1
Film nya kampungan mengulang ulang terus apalagi film indonya banyak film horor nya,3
kocak bet mau daftar aja haru bayar dulu,3
Slalu buffring buat nonton cma bisa sekali rugi,1
tiba tiba narik dana dari gopay tanpa konfirmasi keanggotaan lebih lanjut susah juga dibatalinnya,1
"aplikasi kocak, mau liat2 isi apknya aja gabisa langsung suruh bayar pilih paketnya kocak, ga pake lama unistal langsung aja ga guna",1
"perpanjangan ga ada konfirmasi bjir , ngambil langsung dari Shopee Pay , gua awam soalnya , gak ridho bngt , hati hati pemula",1
Baik,3
"sy berlangganan bulanan, tp film di netflix jadul - jadul [kurang update], berikan layanan yg bagus, jadikan neflix sbg sebuah pilihan yg tepat bg customer nya, fokus pada update film baru",5
sambil sntai enaak nonton netflix,5
aku mau nonton kpop demon,5
"wah ulasannya banyak yg jelek,,, niatnya mau coba daftar lg,,,,,,kalo gitu ga jd lah,,,,,,hapus lg aja apk ini,,,,,,sudah ga bagus agaknya,,,,,,",1
video ini juga untuk pertama kali,5
Bagus sih tapi kalo bisa kasih fitur komen biar bisa saling berbagi momen,5
ini gimana kok gak bisa menonton karena perangkat lain sedang menonton padahal gak ada yang nonton selain saya,3
kok gak bisa berhenti berlangganan aduh merugikan ini plis gmna cara berhenti berlangganan 🙏,1
saya telah membatalakan langganan kepada netflix tp kenapa terpotong lsg dari dana,1
"nonton yg lain2 lancar, tpi pas nonton one punchman selalu muncul panah merah doang ga bisa jalan, kadang2 malah gambarnya diem tpi audio masih lanjut seperti biasa",1
"sering loading tanpa alasan walaupun baru bayar tetap saja loading ,padahal jaringan full",2
aneh woyy wifi buka apk lain lancar aja pas buka ini apk lelet,3
"saya sudah daftar namun tidak diarahkan untuk membuat pasword baru, dan stelah pendaftaran selesai di arahkan untuk memasukan email dan pasword namun saya belum membuat pasword dan setelah di alihkan ke website untuk mengubah pasword, tiba"" jaringanya tidak bisa. sangat tidak worth it",1
gak ada fitur uji coba gua mau coba dulu sebelum bayar premium 🤬,1
keren deh,5
bagus sekali,5
sudah uninstall dah hapus chace tidak bisa juga di buat nonton,1
"aplikasi paling ribet... ribet banget hanya mau nonton aja ribet urusin email, pendaftaran, pembayaran... kepikiran gak udah bayar tapi nonton masih harus pengeluaran paketan lagi🤣 mending LokLok film banyak gratis jadi modal paketan aja kalo ini udah bayar tiap bulan bayar paketan terus daftar nya juga ribet apk taii",1
tidak bisa downlod,2
Good app! :),5
sangat KEREN,5
binta satu karna taxi drivernya si s1 kan ada s2 ヽ(`д´；)/ upload oi,1
"A bug that has never been fixed, unable to link between the phone and smart TV, even though they are on the same wifi network. Does not display the trailer according to the title.",1
Seruu,5
itu netflix kenapa gak bisa buka season selanjutnya taxi driver ya ?,3
aplikasi gak bisa nonton masuk gak bisa kena bayar dulu jelek kali entah kek mana masuk akun nya hi geram nyee,1
"Tolong lah aku itu gak duit buat berlangganan jadi bisalah kedepan nya ada sedikit perubahan, masa nih ya aku kan buka apk ini tapi malah gak bisa katanya buka Gmail terus setelah aku buka dan cari tau ternyata harus berlangganan. Kenapa si gak ada yang gratisan aku kan tadinya mau nonton squid game atau kalo film itu berbayar aku bisa nonton film gratis yang lain 🙄.",1
"Abis di update malah gabisa dipake nonton, pdhl kuota ada, wifi juga jalan tpi selalu loading doang gabisa dipake",3
saat mau mendaftar saya punya tidak bisa padahal saya sudh kasi email saya atau nomor saya tapi tetap saja tidak bisa masuk,1
"aplikasi nggak jelas udah berhenti langganan masih aja ngambil saldo, emang nggak jelas",1
kenapa yah di netflik kurang komplit. apa karna ambil paket yg 54 RB jdi kurang komplit. aneh aja cari judul di netflik ngg muncul. setelah cari di telegram ada. 🤮,1
"pdhl perangkat lain udh di logout,masih aja gabisa nonton krn katanya terlalu banyak yg login, pdhl perangkat yg ini duluan login tp malah yg gabisa nonton, eror ni aplikasi, mana filmnya dikit lagi gk lengkap bgt",2
"Ini cara tambahkan akun perangkat ga ada,cuma diawal2 doang. trus ga ada langsung klik pembayaran langsung di app nya, jadi gausah ribet2 ke web. tolong diperbaiki lagi. Segala akun ditangguhkan, pegel mata kalo liat di hp😪",1
aplikasi yang paling bagus dan cocok untuk didownload kalo ga rugi mantap,5
"loginya susah we , ribet skrng harus pake opera apalah anjir ribet",1
"saya pake aman aman aja, banyak yg masih gangerti jadi tolong dipelajari dulu jangan asal rating, ada yang resolusi nya jelek, ya berarti sinyal kamu yang bermasalah",5
sudah bat bayar nya,1
Huhuhu,5
